evm.model.chr7.1	XP_061933424.1	99.7	320	1	0	1	320	73	392	2.84e-225	630
evm.model.chr7.2	XP_016910828.1	100	333	0	0	1	333	1	333	2.10e-241	667
evm.model.chr7.3.1.6720f717	XP_016910830.1	100	901	0	0	1	901	1	901	0.0	1511
evm.model.chr7.4.1.6720f717	PBC25758.1	100	347	0	0	1	347	1	347	1.74e-247	683
evm.model.chr7.5.1.6720f717	XP_061933433.1	90.2	418	0	1	1	418	1	377	7.07e-250	694
evm.model.chr7.6.1.6720f718	XP_061933407.1	99.9	1151	1	0	1	1151	112	1262	0.0	2021
evm.model.chr7.7	XP_016921834.1	100	526	0	0	1	526	1	526	0.0	1091
evm.model.chr7.8	XP_016921831.2	99.8	632	1	0	1	632	12	643	0.0	1005
evm.model.chr7.9	XP_061933435.1	100	231	0	0	1	231	1	231	1.03e-165	467
evm.model.chr7.10	XP_016920806.1	99.6	233	1	0	1	233	1	233	6.18e-168	473
evm.model.chr7.11.1.6720f719	XP_061933419.1	100	720	0	0	1	720	77	796	0.0	1315
evm.model.chr7.12.2.6720f71b	XP_061933422.1	100	564	0	0	1	564	197	760	0.0	1104
evm.model.chr7.14	PBC25750.1	100	98	0	0	1	98	1	98	1.08e-64	201
evm.model.chr7.15	XP_016921850.1	100	333	0	0	1	333	1	333	3.95e-233	655
evm.model.chr7.16.1.6720f71d	XP_006557703.1	100	374	0	0	1	374	1	374	3.68e-274	753
evm.model.chr7.18.1.6720f71f	XP_006619351.1	100	344	0	0	1	344	45	388	6.42e-250	691
evm.model.chr7.19.4.6720f720	XP_031368085.1	99.8	457	1	0	2	458	32	488	0.0	910
evm.model.chr7.20	PBC25744.1	100	591	0	0	1	591	1	591	0.0	1184
evm.model.chr7.21	XP_016921812.1	100	760	0	0	1	760	1	760	0.0	1566
evm.model.chr7.22	XP_016921836.1	100	427	0	0	1	427	1	427	3.38e-306	838
evm.model.chr7.24	XP_016907035.1	99.8	571	1	0	1	571	1	571	0.0	1088
evm.model.chr7.27	XP_016907036.1	99.8	558	1	0	1	558	1	558	0.0	1034
evm.model.chr7.29.1.6720f725	XP_016907037.2	99.7	1129	3	0	1	1129	1	1129	0.0	2111
evm.model.chr7.30	PBC26509.1	100	366	0	0	1	366	1	366	3.09e-262	722
evm.model.chr7.31.4.6720f725	PBC26510.1	100	585	0	0	1	585	70	654	0.0	1135
evm.model.chr7.33	XP_016907033.1	100	272	0	0	1	272	1	272	1.42e-183	523
evm.model.chr7.37	XP_061933466.1	100	414	0	0	1	414	1	414	3.21e-302	827
evm.model.chr7.39.7.6720f72c	XP_016908118.1	94.6	351	13	1	1	345	1	351	3.62e-230	642
evm.model.chr7.42	XP_016908110.1	100	446	0	0	9	454	25	470	0.0	870
evm.model.chr7.46.1.6720f730	XP_016908108.1	99.6	235	1	0	1	235	1	235	1.34e-158	459
evm.model.chr7.47.2.6720f730	XP_061933480.1	100	1324	0	0	1	1324	1	1324	0.0	1834
evm.model.chr7.48.1.6720f731	XP_016919708.1	100	105	0	0	1	105	83	187	1.45e-76	234
evm.model.chr7.49	PBC34723.1	100	370	0	0	1	370	1	370	4.84e-252	697
evm.model.chr7.50	XP_016919665.1	99.9	737	1	0	1	737	1	737	0.0	1462
evm.model.chr7.51	PBC34721.1	99.8	514	1	0	68	581	13	526	0.0	1020
evm.model.chr7.53.3.6720f732	XP_003249222.1	97.7	171	4	0	40	210	13	183	2.48e-120	349
evm.model.chr7.54	XP_016919644.1	100	248	0	0	15	262	2	249	9.70e-181	507
evm.model.chr7.55	KOC65001.1	73.3	1541	329	9	1	1470	1	1530	0.0	2304
evm.model.chr7.56	XP_016919689.1	100	534	0	0	1	534	1	534	0.0	1045
evm.model.chr7.57	XP_016919691.1	96.9	161	5	0	1	161	1	161	2.39e-82	250
evm.model.chr7.58	XP_016919685.2	99.5	964	5	0	1	964	1	964	0.0	1825
evm.model.chr7.83	XP_006607700.1	99.0	98	1	0	1	98	18	115	1.67e-59	198
evm.model.chr7.84.4.6720f73b	XP_016919695.2	97.4	988	18	2	10	989	195	1182	0.0	1831
evm.model.chr7.85	XP_016919680.1	100	230	0	0	1	230	1	230	6.46e-173	485
evm.model.chr7.86	XP_061933504.1	99.6	270	1	0	1	270	1	270	1.41e-196	548
evm.model.chr7.87	XP_003249456.1	100	298	0	0	1	298	1	298	1.61e-216	601
evm.model.chr7.88_evm.model.chr7.89	PBC28323.1	100	386	0	0	1	386	26	411	3.07e-181	520
evm.model.chr7.90.6.6720f73e	XP_028524861.1	100	663	0	0	1	663	40	702	0.0	1348
evm.model.chr7.91	XP_028524860.2	99.9	825	1	0	29	853	23	847	0.0	1574
evm.model.chr7.92	XP_016919714.1	99.7	386	1	0	1	386	1	386	8.21e-272	754
evm.model.chr7.93	XP_006607719.1	100	118	0	0	1	118	398	515	8.80e-76	243
evm.model.chr7.94	XP_016919710.1	100	1211	0	0	1	1211	1	1211	0.0	2418
evm.model.chr7.95.1.6720f73f	XP_028524870.1	100	318	0	0	1	318	1	318	2.15e-231	640
evm.model.chr7.96	XP_016919646.1	100	1215	0	0	1	1215	1	1215	0.0	2161
evm.model.chr7.97	XP_061933518.1	100	268	0	0	1	268	1	268	2.05e-163	464
evm.model.chr7.98	XP_016919681.1	100	2034	0	0	1	2034	1	2034	0.0	4096
evm.model.chr7.99	XP_016919684.1	100	414	0	0	1	414	1	414	5.79e-213	602
evm.model.chr7.100	XP_016919693.1	100	614	0	0	1	614	1	614	0.0	1092
evm.model.chr7.101	XP_016919692.1	100	1424	0	0	1	1424	1	1424	0.0	2793
evm.model.chr7.102	NP_001229449.1	100	336	0	0	1	336	1	336	5.13e-239	661
evm.model.chr7.103	XP_016919715.2	99.4	540	1	1	1	540	1	538	0.0	1056
evm.model.chr7.104	XP_006607736.1	100	374	0	0	1	374	1	374	9.70e-270	742
evm.model.chr7.105	XP_028524857.1	100	254	0	0	1	254	1	254	3.16e-176	495
evm.model.chr7.106	XP_016919628.2	99.8	503	1	0	1	503	28	530	0.0	887
