evm.model.chr7.1	tr|A0A7M7GNC9|A0A7M7GNC9_APIME	95.6	320	14	0	1	320	73	392	1.53e-217	610
evm.model.chr7.2	tr|A0A2A3E243|A0A2A3E243_APICC	100	333	0	0	1	333	1	333	7.07e-244	672
evm.model.chr7.3.1.6720f717	tr|A0A7M7R8G8|A0A7M7R8G8_APIME	92.7	902	65	1	1	901	1	902	0.0	1453
evm.model.chr7.4.1.6720f717	tr|A0A2A3E242|A0A2A3E242_APICC	100	347	0	0	1	347	1	347	6.58e-247	681
evm.model.chr7.5.1.6720f717	tr|A0A2A3E239|A0A2A3E239_APICC	85.0	441	19	2	25	418	67	507	8.39e-243	680
evm.model.chr7.6.1.6720f718	tr|A0A2A3E3D1|A0A2A3E3D1_APICC	95.9	1155	2	2	1	1151	113	1226	0.0	1986
evm.model.chr7.7	tr|A0A7M7IFP5|A0A7M7IFP5_APIME	99.2	527	3	1	1	526	1	527	0.0	1088
evm.model.chr7.8	tr|A0A2A3E238|A0A2A3E238_APICC	94.8	632	2	1	1	632	508	1108	0.0	1011
evm.model.chr7.9	tr|A0A7M7R9F4|A0A7M7R9F4_APIME	94.4	231	11	1	1	231	1	229	5.91e-155	438
evm.model.chr7.10	tr|A0A7M7TFX3|A0A7M7TFX3_APIME	97.9	233	5	0	1	233	1	233	2.00e-168	473
evm.model.chr7.11.1.6720f719	tr|A0A2A3E1Z3|A0A2A3E1Z3_APICC	100	720	0	0	1	720	87	806	0.0	1323
evm.model.chr7.12.2.6720f71b	tr|A0A2A3E3U1|A0A2A3E3U1_APICC	100	547	0	0	1	547	197	743	0.0	1069
evm.model.chr7.14	tr|A0A2A3E233|A0A2A3E233_APICC	100	98	0	0	1	98	1	98	3.49e-65	201
evm.model.chr7.15	tr|A0A2A3E3M7|A0A2A3E3M7_APICC	100	333	0	0	1	333	1	333	3.84e-235	659
evm.model.chr7.16.1.6720f71d	tr|A0A7M7GIZ5|A0A7M7GIZ5_APIME	100	374	0	0	1	374	1	374	1.02e-275	756
evm.model.chr7.18.1.6720f71f	tr|A0A7M7R5F6|A0A7M7R5F6_APIME	100	344	0	0	1	344	45	388	3.75e-253	698
evm.model.chr7.19.4.6720f720	tr|A0A2A3E229|A0A2A3E229_APICC	99.8	457	1	0	2	458	32	488	0.0	908
evm.model.chr7.20	tr|A0A2A3E2P9|A0A2A3E2P9_APICC	100	591	0	0	1	591	1	591	0.0	1195
evm.model.chr7.21	tr|A0A7M7LLV4|A0A7M7LLV4_APIME	99.9	760	1	0	1	760	1	760	0.0	1575
evm.model.chr7.22	tr|A0A7M7RAW6|A0A7M7RAW6_APIME	97.9	427	9	0	1	427	1	427	2.75e-300	822
evm.model.chr7.24	tr|A0A7M7GIY6|A0A7M7GIY6_APIME	98.6	571	8	0	1	571	1	571	0.0	1085
evm.model.chr7.27	tr|A0A7M7GNU5|A0A7M7GNU5_APIME	99.5	558	3	0	1	558	1	558	0.0	1043
evm.model.chr7.29.1.6720f725	tr|A0A7M7LKR0|A0A7M7LKR0_APIME	95.2	1133	48	4	1	1129	1	1131	0.0	2034
evm.model.chr7.30	tr|A0A2A3E5Q9|A0A2A3E5Q9_APICC	100	366	0	0	1	366	1	366	7.33e-265	728
evm.model.chr7.31.4.6720f725	tr|A0A2A3E488|A0A2A3E488_APICC	100	585	0	0	1	585	70	654	0.0	1142
evm.model.chr7.33	tr|A0A7M7GKF5|A0A7M7GKF5_APIME	99.3	272	2	0	1	272	1	272	1.53e-182	520
evm.model.chr7.37	tr|H9KTV2|H9KTV2_APIME	97.8	415	6	2	1	414	1	413	2.32e-292	801
evm.model.chr7.39.7.6720f72c	tr|A0A2A3EUB7|A0A2A3EUB7_APICC	99.7	333	1	0	1	333	1	333	3.48e-230	644
evm.model.chr7.42	tr|A0A2A3ESP4|A0A2A3ESP4_APICC	100	446	0	0	9	454	25	470	0.0	868
evm.model.chr7.46.1.6720f730	tr|A0A2A3ESP7|A0A2A3ESP7_APICC	99.6	235	1	0	1	235	20	254	3.13e-161	466
evm.model.chr7.47.2.6720f730	tr|A0A2A3EU37|A0A2A3EU37_APICC	99.8	1304	3	0	1	1304	1	1304	0.0	1810
evm.model.chr7.48.1.6720f731	tr|A0A2A3ET85|A0A2A3ET85_APICC	100	105	0	0	1	105	83	187	3.85e-76	232
evm.model.chr7.49	tr|A0A2A3ESF3|A0A2A3ESF3_APICC	100	370	0	0	1	370	1	370	9.85e-256	705
evm.model.chr7.50	tr|A0A2A3ETX0|A0A2A3ETX0_APICC	100	733	0	0	5	737	1	733	0.0	1464
evm.model.chr7.51	tr|A0A2A3EUI7|A0A2A3EUI7_APICC	99.8	514	1	0	68	581	13	526	0.0	1030
evm.model.chr7.53.3.6720f732	tr|A0A7M7G9T8|A0A7M7G9T8_APIME	97.7	171	4	0	40	210	13	183	1.97e-121	351
evm.model.chr7.54	tr|A0A7M7R7W6|A0A7M7R7W6_APIME	97.2	251	4	1	15	262	2	252	4.77e-179	501
evm.model.chr7.55	tr|A0A0L7R2K3|A0A0L7R2K3_9HYME	73.3	1541	329	9	1	1470	1	1530	0.0	2313
evm.model.chr7.56	tr|A0A2A3EAK9|A0A2A3EAK9_APICC	98.5	535	7	1	1	534	12	546	0.0	1026
evm.model.chr7.57	tr|A0A7M7R7I3|A0A7M7R7I3_APIME	95.0	161	8	0	1	161	1	161	6.33e-82	248
evm.model.chr7.58	tr|A0A7M7MKT2|A0A7M7MKT2_APIME	94.2	968	50	4	1	964	1	966	0.0	1747
evm.model.chr7.84.4.6720f73b	tr|A0A2A3E9C7|A0A2A3E9C7_APICC	99.7	958	3	0	32	989	201	1158	0.0	1845
evm.model.chr7.85	tr|A0A7M7IG77|A0A7M7IG77_APIME	97.8	230	5	0	1	230	17	246	3.45e-169	475
evm.model.chr7.86	tr|V9IAI3|V9IAI3_APICE	99.6	270	1	0	1	270	1	270	1.31e-196	547
